sentença,julgamento,julgamento_2,dano_moral_individual,faixa_dano_moral_individual,data_julgamento,juiz,tipo_juiz,direito_de_arrependimento,descumprimento_de_oferta,extravio_definitivo,extravio_temporário,intervalo_extravio_temporário,faixa_intervalo_extravio_temporário,violação_furto_avaria,cancelamento/alteração_destino,atraso,intervalo_atraso,faixa_intervalo_atraso,culpa_exclusiva_consumidor,condições_climáticas/fechamento_aeroporto,noshow,overbooking,assistência_cia_aérea,hipervulnerável
832,parcial_procedente,-,"R$ 10,000.00",5,10/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
833,parcial_procedente,-,"R$ 7,000.00",4,11/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,,
834,parcial_procedente,-,"R$ 10,000.00",5,13/09/2019,Vânia Petermann,Titular,N,N,N,S,11,4,N,N,N,-,0,N,N,N,N,,
835,parcial_procedente,-,"R$ 6,000.00",3,08/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,15:00:00,4,N,N,N,N,,
836,parcial_procedente,-,"R$ 6,000.00",3,17/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
837,parcial_procedente,-,"R$ 10,000.00",5,25/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,22:00:00,5,N,N,N,N,,
838,parcial_procedente,-,R$ 0.00,0,27/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
839,improcedente,-,R$ 0.00,0,27/09/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
840,parcial_procedente,-,R$ 0.00,0,01/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
841,parcial_procedente,-,"R$ 10,000.00",5,01/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
842,parcial_procedente,-,"R$ 12,000.00",6,02/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
843,improcedente,-,R$ 0.00,0,02/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
844,parcial_procedente,-,"R$ 6,000.00",3,04/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,N,,
845,parcial_procedente,-,"R$ 7,000.00",4,10/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,N,,
846,improcedente,-,R$ 0.00,0,15/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
847,improcedente,-,R$ 0.00,0,15/10/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
848,parcial_procedente,-,"R$ 4,000.00",2,05/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,13:00:00,4,N,N,N,N,,
849,parcial_procedente,-,"R$ 3,000.00",2,05/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,,
850,parcial_procedente,-,"R$ 5,000.00",3,06/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
851,parcial_procedente,-,"R$ 5,000.00",3,12/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
852,parcial_procedente,-,"R$ 6,000.00",3,08/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,15:00:00,4,N,N,N,N,,
853,parcial_procedente,-,R$ 0.00,0,11/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
854,parcial_procedente,-,"R$ 4,000.00",2,11/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,,
855,parcial_procedente,-,"R$ 3,000.00",2,13/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
856,parcial_procedente,-,"R$ 2,000.00",1,13/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
859,parcial_procedente,-,"R$ 6,000.00",3,25/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,,
860,parcial_procedente,-,"R$ 4,500.00",3,14/11/2019,Vânia Petermann,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,,
861,parcial_procedente,-,"R$ 4,000.00",2,18/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
862,parcial_procedente,-,"R$ 6,000.00",3,20/11/2019,Vânia Petermann,Titular,N,N,N,S,0.5,1,N,N,S,13:00:00,4,N,N,N,N,,
863,parcial_procedente,-,"R$ 8,500.00",5,22/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,N,,
864,improcedente,-,R$ 0.00,0,26/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
865,parcial_procedente,-,"R$ 4,000.00",2,27/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
866,parcial_procedente,-,"R$ 6,000.00",3,27/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
867,parcial_procedente,-,"R$ 3,000.00",2,27/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
868,parcial_procedente,-,"R$ 5,000.00",3,29/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,,
869,parcial_procedente,-,"R$ 6,000.00",3,29/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:30:00,2,N,N,N,N,,
870,parcial_procedente,-,"R$ 5,000.00",3,12/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,,
871,parcial_procedente,-,"R$ 6,000.00",3,10/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,S,N,,
872,parcial_procedente,-,"R$ 5,000.00",3,28/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,,
873,parcial_procedente,-,"R$ 5,000.00",3,29/11/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,,
874,parcial_procedente,-,"R$ 4,000.00",2,02/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,08:00:00,3,N,N,N,N,,
875,parcial_procedente,-,"R$ 11,000.00",6,02/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
876,parcial_procedente,-,"R$ 3,500.00",2,06/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,04:30:00,2,N,N,N,N,,
877,parcial_procedente,-,"R$ 5,000.00",3,10/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,N,,
879,parcial_procedente,-,R$ 0.00,0,10/12/2019,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
880,parcial_procedente,-,"R$ 6,000.00",3,15/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,11:00:00,3,N,N,N,N,,
881,parcial_procedente,-,"R$ 3,000.00",2,17/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
882,parcial_procedente,-,"R$ 7,000.00",4,17/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,N,,
883,parcial_procedente,-,"R$ 2,000.00",1,20/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
884,parcial_procedente,-,"R$ 1,500.00",1,22/01/2020,Vânia Petermann,Titular,S,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
885,parcial_procedente,-,R$ 0.00,0,21/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
886,parcial_procedente,-,"R$ 7,500.00",4,27/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,,
887,parcial_procedente,-,"R$ 10,000.00",5,29/01/2020,Vânia Petermann,Titular,N,S,N,N,-,0,N,N,N,-,0,N,N,N,N,,
888,parcial_procedente,-,"R$ 5,000.00",3,30/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
889,parcial_procedente,-,"R$ 10,000.00",5,16/03/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
891,parcial_procedente,-,"R$ 10,000.00",5,10/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
892,parcial_procedente,-,R$ 0.00,0,17/01/2020,Vânia Petermann,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
893,total_procedente,-,"R$ 6,000.00",3,18/02/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
894,total_procedente,-,"R$ 5,000.00",3,15/03/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
895,total_procedente,-,"R$ 6,000.00",3,11/04/2013,Margani de Mello,Titular,N,N,N,S,5,3,N,N,N,-,0,N,N,N,N,,
896,total_procedente,-,"R$ 6,000.00",3,11/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
897,total_procedente,-,"R$ 4,000.00",2,11/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
898,total_procedente,-,"R$ 10,000.00",5,22/04/2013,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
899,total_procedente,-,"R$ 3,000.00",2,23/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,,
900,total_procedente,-,"R$ 5,000.00",3,25/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,,
901,extinto,-,R$ 0.00,0,25/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
902,total_procedente,-,"R$ 7,500.00",4,25/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,48:00:00,7,N,N,N,N,,
903,parcial_procedente,-,"R$ 10,000.00",5,26/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
904,total_procedente,-,"R$ 8,000.00",4,29/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,10:00:00,3,N,N,N,N,,
905,parcial_procedente,-,"R$ 3,000.00",2,29/04/2013,Margani de Mello,Titular,S,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
906,parcial_procedente,-,R$ 0.00,0,30/04/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
907,improcedente,-,R$ 0.00,0,13/05/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
908,improcedente,-,R$ 0.00,0,06/06/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
909,total_procedente,-,"R$ 10,000.00",5,05/06/2013,Eduardo Peruffo e Silva,Leigo,N,N,N,S,35,4,N,N,N,-,0,N,N,N,N,,
910,total_procedente,-,R$ 500.00,1,06/06/2013,Eduardo Peruffo e Silva,Leigo,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
911,parcial_procedente,-,R$ 0.00,0,07/06/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
912,parcial_procedente,-,R$ 800.00,1,07/06/2013,Eduardo Peruffo e Silva,Leigo,N,S,N,N,-,0,N,N,N,-,0,N,N,N,N,,
913,total_procedente,-,"R$ 1,000.00",1,11/06/2013,Margani de Mello,Titular,N,N,N,S,0.5,1,N,N,N,-,0,N,N,N,N,,
914,parcial_procedente,-,"R$ 2,000.00",1,13/06/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
915,parcial_procedente,-,R$ 0.00,0,12/06/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
916,improcedente,-,R$ 0.00,0,14/06/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
917,total_procedente,-,"R$ 8,000.00",4,17/06/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,16:00:00,5,N,N,N,N,,
918,total_procedente,-,R$ 304.00,1,20/06/2013,Margani de Mello,Titular,N,S,N,N,-,0,N,N,N,-,0,N,N,N,N,,
919,total_procedente,-,"R$ 3,000.00",2,19/06/2013,Margani de Mello,Titular,N,N,N,S,4,3,N,N,N,-,0,N,N,N,N,,
920,parcial_procedente,-,"R$ 2,000.00",1,03/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
921,improcedente,-,R$ 0.00,0,05/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
922,parcial_procedente,-,"R$ 1,500.00",1,05/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
923,parcial_procedente,-,"R$ 3,000.00",2,26/06/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,,
924,total_procedente,-,"R$ 1,000.00",1,26/06/2013,Margani de Mello,Titular,N,N,N,S,7,3,S,N,N,-,0,N,N,N,N,,
925,improcedente,-,R$ 0.00,0,05/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
926,total_procedente,-,"R$ 6,000.00",3,08/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
927,parcial_procedente,-,"R$ 10,000.00",5,09/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,20:00:00,5,N,N,N,N,,
928,parcial_procedente,-,"R$ 10,000.00",5,11/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,06:00:00,2,N,N,N,N,,
929,total_procedente,-,"R$ 5,000.00",3,12/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
930,total_procedente,-,"R$ 8,000.00",4,11/07/2013,Margani de Mello,Titular,N,N,N,S,1,1,N,N,S,09:00:00,3,N,N,N,N,,
931,parcial_procedente,extinto,"R$ 4,000.00",2,16/07/2013,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
932,total_procedente,-,"R$ 5,000.00",3,19/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
933,total_procedente,-,"R$ 1,000.00",1,19/07/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,S,N,,
934,total_procedente,-,"R$ 5,000.00",3,30/07/2013,Margani de Mello,Titular,N,N,N,S,5,3,N,N,N,-,0,N,N,N,N,,
935,parcial_procedente,-,"R$ 5,500.00",3,02/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,05:40:00,2,N,N,N,N,,
936,total_procedente,-,"R$ 10,000.00",5,05/08/2013,Margani de Mello,Titular,N,N,N,S,18,4,N,N,N,-,0,N,N,N,N,,
937,total_procedente,improcedente,"R$ 5,000.00",3,05/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
938,parcial_procedente,-,"R$ 8,000.00",4,07/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
939,total_procedente,-,"R$ 10,000.00",5,07/08/2013,Eduardo Peruffo e Silva,Leigo,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
940,total_procedente,-,"R$ 6,000.00",3,08/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
941,parcial_procedente,-,"R$ 5,000.00",3,14/08/2013,Margani de Mello,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,,
942,parcial_procedente,-,"R$ 5,000.00",3,15/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,,
943,total_procedente,-,R$ 0.00,0,14/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
944,total_procedente,-,"R$ 6,000.00",3,12/08/2013,Margani de Mello,Titular,N,N,N,S,5,3,N,N,N,-,0,N,N,N,N,,
945,total_procedente,-,"R$ 2,000.00",1,19/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
946,total_procedente,-,"R$ 6,000.00",3,22/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
947,total_procedente,-,"R$ 6,000.00",3,22/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
948,total_procedente,-,"R$ 6,000.00",3,22/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
949,total_procedente,-,"R$ 3,000.00",2,23/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,04:30:00,2,N,N,N,N,,
950,improcedente,-,R$ 0.00,0,26/08/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
951,total_procedente,-,"R$ 4,000.00",2,02/09/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,14:00:00,4,N,N,N,N,,
952,improcedente,-,R$ 0.00,0,06/09/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
953,total_procedente,-,"R$ 1,000.00",1,04/09/2013,Margani de Mello,Titular,S,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
954,total_procedente,-,"R$ 5,000.00",3,13/09/2013,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
955,total_procedente,-,"R$ 5,000.00",3,09/09/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,S,N,,
956,total_procedente,-,"R$ 3,000.00",2,26/09/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,05:00:00,2,N,N,N,N,,
957,total_procedente,-,"R$ 4,000.00",2,07/10/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,04:20:00,2,N,N,N,N,,
958,total_procedente,-,"R$ 4,000.00",2,01/10/2013,Margani de Mello,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
959,total_procedente,-,"R$ 8,000.00",4,09/10/2013,Margani de Mello,Titular,N,N,N,S,12,4,N,N,N,-,0,N,N,N,N,,
960,total_procedente,-,"R$ 4,000.00",2,09/10/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
961,parcial_procedente,-,"R$ 2,000.00",1,14/10/2013,Margani de Mello,Titular,N,N,N,S,8,4,N,N,S,06:00:00,2,N,N,N,N,,
962,parcial_procedente,-,R$ 0.00,0,15/10/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
963,total_procedente,-,"R$ 8,000.00",4,04/11/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,13:00:00,4,N,N,N,N,,
964,parcial_procedente,-,"R$ 10,000.00",5,05/11/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
965,total_procedente,-,"R$ 10,000.00",5,05/11/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
966,total_procedente,-,"R$ 1,500.00",1,14/11/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
967,parcial_procedente,-,"R$ 10,000.00",5,21/11/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,17:39:00,5,N,N,N,N,,
968,improcedente,-,R$ 0.00,0,12/11/2013,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
969,improcedente,-,R$ 0.00,0,10/02/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
970,total_procedente,-,"R$ 5,000.00",3,22/02/2012,Margani de Mello,Titular,N,S,N,N,-,0,N,N,S,13:40:00,4,N,N,N,N,,
971,total_procedente,-,"R$ 6,000.00",3,22/02/2012,Pedro Luiz Brancalione,Leigo,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
972,improcedente,-,R$ 0.00,0,04/06/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
973,total_procedente,-,"R$ 8,000.00",4,26/06/2012,Pedro Luiz Brancalione,Leigo,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
974,total_procedente,-,"R$ 5,000.00",3,03/07/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
975,improcedente,-,R$ 0.00,0,03/07/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
976,total_procedente,-,"R$ 5,000.00",3,18/07/2012,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
977,total_procedente,-,"R$ 5,000.00",3,23/07/2013,Margani de Mello,Titular,N,N,N,S,0.5,1,N,N,S,02:15:00,1,N,N,N,S,,
978,parcial_procedente,-,"R$ 3,000.00",2,06/08/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,18:30:00,5,N,S,N,N,,
979,parcial_procedente,-,"R$ 6,000.00",3,13/08/2012,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
980,parcial_procedente,-,R$ 0.00,0,27/08/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
981,parcial_procedente,-,"R$ 6,000.00",3,12/09/2012,Margani de Mello,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
981,parcial_procedente,-,R$ 0.00,0,12/09/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
982,total_procedente,-,"R$ 3,000.00",2,12/09/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
983,parcial_procedente,-,"R$ 6,000.00",3,08/10/2012,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
984,total_procedente,-,"R$ 2,000.00",1,21/09/2012,Margani de Mello,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
985,parcial_procedente,-,"R$ 5,000.00",3,08/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
986,parcial_procedente,-,R$ 0.00,0,09/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
987,total_procedente,-,"R$ 5,000.00",3,09/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,07:00:00,2,N,N,N,N,,
988,total_procedente,-,"R$ 8,000.00",4,10/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
989,improcedente,-,R$ 0.00,0,08/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
990,total_procedente,-,"R$ 4,000.00",2,11/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,12:00:00,4,N,N,N,N,,
991,total_procedente,-,"R$ 10,000.00",5,18/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,S,24:00:00,6,N,N,N,N,,
992,total_procedente,-,"R$ 1,000.00",1,26/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,S,N,N,-,0,N,N,N,N,,
993,total_procedente,-,"R$ 3,000.00",2,26/10/2012,Margani de Mello,Titular,N,N,N,S,7,3,N,N,N,-,0,N,N,N,N,,
994,total_procedente,-,"R$ 3,000.00",2,26/10/2012,Margani de Mello,Titular,N,N,N,S,7,3,N,N,N,-,0,N,N,N,N,,
995,total_procedente,-,R$ 500.00,1,26/10/2012,Margani de Mello,Titular,N,N,N,S,1,1,S,N,N,-,0,N,N,N,N,,
996,parcial_procedente,-,R$ 0.00,0,26/10/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
997,total_procedente,-,"R$ 8,000.00",4,29/10/2012,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
998,parcial_procedente,-,"R$ 6,000.00",3,29/10/2012,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
999,parcial_procedente,-,"R$ 1,500.00",1,29/10/2012,Margani de Mello,Titular,S,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1000,total_procedente,-,"R$ 3,000.00",2,30/10/2012,Margani de Mello,Titular,N,N,N,S,3,2,N,N,N,-,0,N,N,N,N,,
1001,parcial_procedente,-,R$ 0.00,0,08/11/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1001,parcial_procedente,-,"R$ 2,500.00",2,08/11/2012,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
1001,parcial_procedente,-,"R$ 2,500.00",2,08/11/2012,Margani de Mello,Titular,N,N,S,N,-,0,N,N,N,-,0,N,N,N,N,,
1002,improcedente,-,R$ 0.00,0,07/11/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1003,parcial_procedente,-,R$ 0.00,0,13/11/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1004,total_procedente,-,"R$ 3,000.00",2,13/11/2012,Margani de Mello,Titular,N,N,N,N,-,0,N,S,N,-,0,N,N,N,N,,
1005,parcial_procedente,-,R$ 0.00,0,08/02/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1006,parcial_procedente,-,R$ 0.00,0,09/02/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1007,improcedente,-,R$ 0.00,0,11/02/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,S,,
1008,total_procedente,-,"R$ 4,000.00",2,09/02/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,S,09:00:00,3,N,N,N,N,,
1009,improcedente,-,R$ 0.00,0,08/02/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
1010,parcial_procedente,-,R$ 0.00,0,14/03/2011,Cláudio Eduardo Regis de Figueiredo e Silva,Titular,N,N,N,N,-,0,N,N,N,-,0,N,N,N,N,,
